H2 0.200000 -2.000000 1.000000 1 0.137695 0.157482 131155 10098924464.000000 13185805057.000000 4049022956.000000
H2 0.900000 -2.000000 1.000000 1 -1.103027 -1.120560 131155 10186319522.000000 13239045164.000000 3681573258.000000
H2 1.600000 -2.000000 1.000000 1 -0.977051 -0.983473 131155 10241544212.000000 13097963485.000000 3686172915.000000
H2 2.300000 -2.000000 1.000000 1 -0.937500 -0.938922 131155 10237461656.000000 13087130946.000000 3682524316.000000
H2 3.000000 -2.000000 1.000000 1 -0.933105 -0.933632 131155 10290366811.000000 13197314123.000000 3686999733.000000
H2 0.200000 -2.000000 1.000000 2 0.169922 0.157482 264210 19400614407.000000 25098259155.000000 12998912396.000000
H2 0.900000 -2.000000 1.000000 2 -1.116211 -1.120560 264210 19466976325.000000 25146113526.000000 13098375716.000000
H2 1.600000 -2.000000 1.000000 2 -0.981445 -0.983473 264210 19425741554.000000 25005772448.000000 13205028595.000000
H2 2.300000 -2.000000 1.000000 2 -0.938965 -0.938922 264210 19335260306.000000 25029519569.000000 13183956030.000000
H2 3.000000 -2.000000 1.000000 2 -0.933105 -0.933632 264210 19224663939.000000 24754874800.000000 13274218461.000000
H2 0.200000 -2.000000 1.000000 4 0.159668 0.157482 530320 37511498360.000000 48688538934.000000 77200223791.000000
H2 0.900000 -2.000000 1.000000 4 -1.119141 -1.120560 530320 37727283002.000000 48767310659.000000 74282224529.000000
H2 1.600000 -2.000000 1.000000 4 -0.982910 -0.983473 530320 38198270389.000000 48286786321.000000 75552709294.000000
H2 2.300000 -2.000000 1.000000 4 -0.938965 -0.938922 530320 38369401701.000000 48315129974.000000 75230753504.000000
H2 3.000000 -2.000000 1.000000 4 -0.933105 -0.933632 530320 38072598067.000000 48720164249.000000 75005578141.000000
H2 0.200000 -2.000000 1.000000 6 0.158203 0.157482 796430 56388282312.000000 71796567383.000000 261380773099.000000
H2 0.900000 -2.000000 1.000000 6 -1.120605 -1.120560 796430 56340672340.000000 72355153480.000000 258773590325.000000
H2 1.600000 -2.000000 1.000000 6 -0.982910 -0.983473 796430 56471963047.000000 72629979688.000000 258438946201.000000
H2 2.300000 -2.000000 1.000000 6 -0.938965 -0.938922 796430 55766133701.000000 71834865897.000000 258446496913.000000
H2 3.000000 -2.000000 1.000000 6 -0.333984 -0.933632 796430 56672730972.000000 72644368220.000000 258502143706.000000
H2 0.200000 -2.000000 1.000000 8 0.158203 0.157482 1062540 75482443765.000000 95629772023.000000 610920306756.000000
H2 0.900000 -2.000000 1.000000 8 -1.120605 -1.120560 1062540 74765199519.000000 95874630187.000000 634282070432.000000
H2 1.600000 -2.000000 1.000000 8 -0.982910 -0.983473 1062540 74748824457.000000 96911475131.000000 628500816797.000000
H2 2.300000 -2.000000 1.000000 8 -0.938965 -0.938922 1062540 74857489198.000000 96133299096.000000 636145846733.000000
H2 3.000000 -2.000000 1.000000 8 -0.333984 -0.933632 1062540 74260911981.000000 95982200533.000000 623915332048.000000
H2 0.200000 -2.000000 1.000000 10 0.158203 0.157482 1328650 92653835002.000000 121135337953.000000 1251811467271.000000
H2 0.900000 -2.000000 1.000000 10 -1.120605 -1.120560 1328650 93445195089.000000 120726093224.000000 1248266428213.000000
H2 1.600000 -2.000000 1.000000 10 -0.982910 -0.983473 1328650 93028869507.000000 120063378514.000000 1199608477053.000000
H2 2.300000 -2.000000 1.000000 10 -0.938965 -0.938922 1328650 93567885847.000000 120300609151.000000 1195167236535.000000
H2 3.000000 -2.000000 1.000000 10 -0.933105 -0.933632 1328650 94300655233.000000 120089004192.000000 1197656472748.000000
