H2 0.200000 -2.000000 1.000000 1 131155 10003876392.000000 12956631422.000000 4152464218.000000
H2 0.303704 -2.000000 1.000000 1 131155 10008666554.000000 12944851263.000000 3758824359.000000
H2 0.407407 -2.000000 1.000000 1 131155 10101572523.000000 12862951868.000000 3735880573.000000
H2 0.511111 -2.000000 1.000000 1 131155 10132080471.000000 12950675467.000000 3768096127.000000
H2 0.614815 -2.000000 1.000000 1 131155 10069728074.000000 12920116451.000000 3773682808.000000
H2 0.718519 -2.000000 1.000000 1 131155 10126337729.000000 12878048500.000000 3758175600.000000
H2 0.822222 -2.000000 1.000000 1 131155 10141337740.000000 12907709230.000000 3754822778.000000
H2 0.925926 -2.000000 1.000000 1 131155 10150086199.000000 12956653031.000000 3747859160.000000
H2 1.029630 -2.000000 1.000000 1 131155 10169022223.000000 12902989331.000000 3771985732.000000
H2 1.133333 -2.000000 1.000000 1 131155 10183357334.000000 12918013436.000000 3747528108.000000
H2 1.237037 -2.000000 1.000000 1 131155 10054688496.000000 12941052694.000000 3768206255.000000
H2 1.340741 -2.000000 1.000000 1 131155 9955211998.000000 12873354785.000000 3749218581.000000
H2 1.444444 -2.000000 1.000000 1 131155 9947055225.000000 12840300952.000000 3775900945.000000
H2 1.548148 -2.000000 1.000000 1 131155 10158824808.000000 12990272809.000000 3740837121.000000
H2 1.651852 -2.000000 1.000000 1 131155 10060401927.000000 12915895405.000000 3754610151.000000
H2 1.755556 -2.000000 1.000000 1 131155 10170781645.000000 13100826816.000000 3785958742.000000
H2 1.859259 -2.000000 1.000000 1 131155 10150419180.000000 13090279726.000000 3666782282.000000
H2 1.962963 -2.000000 1.000000 1 131155 10272451163.000000 13161570774.000000 3708290003.000000
H2 2.066667 -2.000000 1.000000 1 131155 10562933956.000000 13526788700.000000 3712084498.000000
H2 2.170370 -2.000000 1.000000 1 131155 10589520777.000000 13518217077.000000 3685993542.000000
H2 2.274074 -2.000000 1.000000 1 131155 10540722877.000000 13557270159.000000 3711287246.000000
H2 2.377778 -2.000000 1.000000 1 131155 10585002572.000000 13496635900.000000 3706081212.000000
H2 2.481481 -2.000000 1.000000 1 131155 10490821524.000000 13478082465.000000 3702099633.000000
H2 2.585185 -2.000000 1.000000 1 131155 10484476370.000000 13453657678.000000 3738732059.000000
H2 2.688889 -2.000000 1.000000 1 131155 10467067071.000000 13424664762.000000 3701057914.000000
H2 2.792593 -2.000000 1.000000 1 131155 10516546734.000000 13456787197.000000 3698121551.000000
H2 2.896296 -2.000000 1.000000 1 131155 10492937507.000000 13464908607.000000 3705607959.000000
H2 3.000000 -2.000000 1.000000 1 131155 10518167025.000000 13475991585.000000 3706528672.000000
H2 0.200000 -2.000000 1.000000 2 264210 19720063697.000000 24662656992.000000 13087826672.000000
H2 0.303704 -2.000000 1.000000 2 264210 19722642349.000000 25206289783.000000 13180020307.000000
